,,,
,,,
101,1024,101XX1024,2
101,1044,101XX1044,2
101,1051,101XX1051,2
101,1054,101XX1054,2
102,1029,102XX1029,2
102,1047,102XX1047,2
102,1003,102XX1003,2
102,1008,102XX1008,2
102,1009,102XX1009,2
102,1013,102XX1013,2
102,1019,102XX1019,2
102,1038,102XX1038,2
102,1055,102XX1055,2
103,1011,103XX1011,2
103,1014,103XX1014,2
103,1020,103XX1020,2
103,1052,103XX1052,2
103,1001,103XX1001,2
103,1015,103XX1015,2
103,1028,103XX1028,2
103,1039,103XX1039,2
103,1058,103XX1058,2
103,1060,103XX1060,2
103,1061,103XX1061,2
104,1010,104XX1010,2
104,1025,104XX1025,2
104,1030,104XX1030,2
104,1041,104XX1041,2
104,1049,104XX1049,2
104,1059,104XX1059,2
104,1002,104XX1002,2
104,1022,104XX1022,2
104,1026,104XX1026,2
104,1032,104XX1032,2
104,1036,104XX1036,2
104,1040,104XX1040,2
104,1048,104XX1048,2
104,1056,104XX1056,2
105,1012,105XX1012,2
105,1027,105XX1027,2
105,1031,105XX1031,2
105,1043,105XX1043,2
105,1005,105XX1005,2
105,1007,105XX1007,2
105,1016,105XX1016,2
105,1018,105XX1018,2
105,1023,105XX1023,2
105,1033,105XX1033,2
105,1035,105XX1035,2
105,1037,105XX1037,2
105,1046,105XX1046,2
105,1050,105XX1050,2
105,1053,105XX1053,2
106,1004,106XX1004,2
106,1017,106XX1017,2
106,1034,106XX1034,2
106,1006,106XX1006,2
106,1021,106XX1021,2
106,1042,106XX1042,2
106,1045,106XX1045,2
201,1010,201XX1010,2
201,1011,201XX1011,2
201,1012,201XX1012,2
201,1014,201XX1014,2
201,1017,201XX1017,2
201,1020,201XX1020,2
201,1025,201XX1025,2
201,1027,201XX1027,2
201,1029,201XX1029,2
201,1030,201XX1030,2
201,1031,201XX1031,2
201,1034,201XX1034,2
201,1041,201XX1041,2
201,1043,201XX1043,2
201,1047,201XX1047,2
201,1049,201XX1049,2
205,1057,205XX1057,2
201,1059,201XX1059,2
202,1001,202XX1001,2
202,1002,202XX1002,2
202,1003,202XX1003,2
202,1005,202XX1005,2
202,1006,202XX1006,2
202,1007,202XX1007,2
202,1008,202XX1008,2
202,1009,202XX1009,2
202,1013,202XX1013,2
202,1015,202XX1015,2
202,1016,202XX1016,2
202,1018,202XX1018,2
202,1019,202XX1019,2
202,1021,202XX1021,2
202,1022,202XX1022,2
202,1023,202XX1023,2
202,1024,202XX1024,2
202,1026,202XX1026,2
202,1028,202XX1028,2
202,1032,202XX1032,2
202,1033,202XX1033,2
202,1035,202XX1035,2
202,1036,202XX1036,2
202,1037,202XX1037,2
202,1038,202XX1038,2
202,1039,202XX1039,2
202,1040,202XX1040,2
202,1042,202XX1042,2
202,1044,202XX1044,2
202,1045,202XX1045,2
202,1046,202XX1046,2
202,1048,202XX1048,2
202,1050,202XX1050,2
202,1051,202XX1051,2
202,1053,202XX1053,2
202,1054,202XX1054,2
202,1055,202XX1055,2
202,1056,202XX1056,2
202,1058,202XX1058,2
202,1060,202XX1060,2
202,1061,202XX1061,2
203,1004,203XX1004,2
202,1052,202XX1052,2
301,1001,301XX1001,2
301,1002,301XX1002,2
302,1006,302XX1006,2
302,1021,302XX1021,2
303,1008,303XX1008,2
303,1009,303XX1009,2
304,1010,304XX1010,2
304,1059,304XX1059,2
305,1011,305XX1011,2
305,1014,305XX1014,2
306,1015,306XX1015,2
306,1023,306XX1023,2
307,1018,307XX1018,2
307,1022,307XX1022,2
308,1024,308XX1024,2
308,1003,308XX1003,2
309,1025,309XX1025,2
309,1029,309XX1029,2
310,1026,310XX1026,2
310,1051,310XX1051,2
311,1027,311XX1027,2
311,1031,311XX1031,2
312,1028,312XX1028,2
312,1054,312XX1054,2
313,1030,313XX1030,2
313,1047,313XX1047,2
314,1032,314XX1032,2
314,1019,314XX1019,2
315,1033,315XX1033,2
315,1038,315XX1038,2
316,1035,316XX1035,2
316,1048,316XX1048,2
317,1036,317XX1036,2
317,1058,317XX1058,2
318,1037,318XX1037,2
318,1046,318XX1046,2
319,1039,319XX1039,2
319,1042,319XX1042,2
320,1040,320XX1040,2
320,1053,320XX1053,2
321,1045,321XX1045,2
321,1050,321XX1050,2
322,1052,322XX1052,2
322,1061,322XX1061,2
323,1055,323XX1055,2
323,1060,323XX1060,2
401,1001,401XX1001,2
401,1011,401XX1011,2
401,1014,401XX1014,2
401,1020,401XX1020,2
401,1061,401XX1061,2
402,1002,402XX1002,2
402,1010,402XX1010,2
402,1056,402XX1056,2
403,1003,403XX1003,2
403,1008,403XX1008,2
403,1009,403XX1009,2
403,1013,403XX1013,2
404,1023,404XX1023,2
404,1050,404XX1050,2
404,1035,404XX1035,2
501,1017,501XX1017,2
501,1018,501XX1018,2
501,1016,501XX1016,2
502,1001,502XX1001,2
502,1011,502XX1011,2
502,1014,502XX1014,2
502,1020,502XX1020,2
503,1013,503XX1013,2
503,1027,503XX1027,2
503,1059,503XX1059,2
504,1061,504XX1061,2
504,1013,504XX1013,2
504,1022,504XX1022,2
505,1012,505XX1012,2
505,1005,505XX1005,2
506,1006,506XX1006,2
506,1021,506XX1021,2
506,1045,506XX1045,2
506,1034,506XX1034,2
507,1023,507XX1023,2
507,1050,507XX1050,2
507,1035,507XX1035,2
2001,1002,2001XX1002,1
2001,1001,2001XX1001,1
2001,1005,2001XX1005,1
2001,1025,2001XX1025,1
2001,1036,2001XX1036,1
2001,1032,2001XX1032,1
2002,1018,2002XX1018,1
2002,1035,2002XX1035,1
2003,1041,2003XX1041,1
2003,1029,2003XX1029,1
2101,1007,2101XX1007,1
2101,1009,2101XX1009,1
2101,1046,2101XX1046,1
2102,1001,2102XX1001,1
2102,1035,2102XX1035,1
2103,1011,2103XX1011,1
2103,1024,2103XX1024,1
2104,1015,2104XX1015,1
2104,1024,2104XX1024,1
2105,1031,2105XX1031,1
2105,1040,2105XX1040,1
2106,1018,2106XX1018,1
2106,1009,2106XX1009,1
2106,1041,2106XX1041,1
2107,1032,2107XX1032,1
2107,1029,2107XX1029,1
2201,1017,2201XX1017,1
2201,1003,2201XX1003,1
2301,1001,2301XX1001,1
2301,1004,2301XX1004,1
2302,1004,2302XX1004,1
2302,1035,2302XX1035,1
2303,1013,2303XX1013,1
2303,1007,2303XX1007,1
2601,1001,2601XX1001,1
2601,1002,2601XX1002,1
2601,1003,2601XX1003,1
2601,1004,2601XX1004,1
2601,1005,2601XX1005,1
2601,1006,2601XX1006,1
2601,1007,2601XX1007,1
2601,1010,2601XX1010,1
2601,1011,2601XX1011,1
2601,1013,2601XX1013,1
2601,1014,2601XX1014,1
2601,1015,2601XX1015,1
2601,1016,2601XX1016,1
2601,1017,2601XX1017,1
2601,1019,2601XX1019,1
2601,1020,2601XX1020,1
2601,1021,2601XX1021,1
2601,1023,2601XX1023,1
2601,1024,2601XX1024,1
2601,1025,2601XX1025,1
2601,1026,2601XX1026,1
2601,1027,2601XX1027,1
2601,1028,2601XX1028,1
2601,1030,2601XX1030,1
2601,1031,2601XX1031,1
2601,1032,2601XX1032,1
2601,1033,2601XX1033,1
2601,1034,2601XX1034,1
2601,1035,2601XX1035,1
2601,1036,2601XX1036,1
2601,1037,2601XX1037,1
2601,1040,2601XX1040,1
2601,1041,2601XX1041,1
2601,1043,2601XX1043,1
2601,1045,2601XX1045,1
2601,1046,2601XX1046,1
2601,1047,2601XX1047,1
2601,1048,2601XX1048,1
2601,1049,2601XX1049,1
2601,1050,2601XX1050,1
2601,1053,2601XX1053,1
2601,1054,2601XX1054,1
2601,1055,2601XX1055,1
2601,1056,2601XX1056,1
2601,1057,2601XX1057,1
2601,1058,2601XX1058,1
2601,1060,2601XX1060,1
2601,1061,2601XX1061,1
2602,1008,2602XX1008,1
2602,1009,2602XX1009,1
2602,1012,2602XX1012,1
2602,1018,2602XX1018,1
2602,1022,2602XX1022,1
2602,1029,2602XX1029,1
2602,1038,2602XX1038,1
2602,1039,2602XX1039,1
2602,1042,2602XX1042,1
2602,1044,2602XX1044,1
2602,1051,2602XX1051,1
2602,1052,2602XX1052,1
2602,1059,2602XX1059,1
7000,1002,7000XX1002,1
7000,1014,7000XX1014,1
7001,1002,7001XX1002,1
7001,1018,7001XX1018,1
7002,1002,7002XX1002,1
7002,1056,7002XX1056,1
7003,1001,7003XX1001,1
7003,1011,7003XX1011,1
7004,1001,7004XX1001,1
7004,1014,7004XX1014,1
7005,1001,7005XX1001,1
7005,1015,7005XX1015,1
7006,1001,7006XX1001,1
7006,1020,7006XX1020,1
7007,1001,7007XX1001,1
7007,1061,7007XX1061,1
7008,1003,7008XX1003,1
7008,1013,7008XX1013,1
7009,1006,7009XX1006,1
7009,1021,7009XX1021,1
7010,1006,7010XX1006,1
7010,1027,7010XX1027,1
7011,1006,7011XX1006,1
7011,1045,7011XX1045,1
7012,1008,7012XX1008,1
7012,1009,7012XX1009,1
7013,1011,7013XX1011,1
7013,1002,7013XX1002,1
7014,1012,7014XX1012,1
7014,1054,7014XX1054,1
7015,1012,7015XX1012,1
7015,1002,7015XX1002,1
7016,1013,7016XX1013,1
7016,1007,7016XX1007,1
7017,1021,7017XX1021,1
7017,1045,7017XX1045,1
7018,1023,7018XX1023,1
7018,1035,7018XX1035,1
7019,1023,7019XX1023,1
7019,1050,7019XX1050,1
7020,1027,7020XX1027,1
7020,1031,7020XX1031,1
7021,1035,7021XX1035,1
7021,1050,7021XX1050,1
7022,1060,7022XX1060,1
7022,1003,7022XX1003,1
7023,1061,7023XX1061,1
7023,1011,7023XX1011,1
7024,1061,7024XX1061,1
7024,1020,7024XX1020,1
2701,1006,2701XX1006,1
2701,1037,2701XX1037,1
2702,1015,2702XX1015,1
2702,1017,2702XX1017,1
2703,1023,2703XX1023,1
2703,1029,2703XX1029,1
2704,1025,2704XX1025,1
2704,1030,2704XX1030,1
2705,1008,2705XX1008,1
2705,1046,2705XX1046,1
2706,1060,2706XX1060,1
2801,1021,2801XX1021,1
2801,1034,2801XX1034,1
2801,1040,2801XX1040,1
2802,1006,2802XX1006,1
2802,1045,2802XX1045,1
2802,1053,2802XX1053,1
2803,1013,2803XX1013,1
2803,1027,2803XX1027,1
2803,1031,2803XX1031,1
2804,1003,2804XX1003,1
2804,1060,2804XX1060,1
2805,1026,2805XX1026,1
2805,1030,2805XX1030,1
2805,1041,2805XX1041,1
2805,1051,2805XX1051,1
2806,1023,2806XX1023,1
2806,1029,2806XX1029,1
2806,1035,2806XX1035,1
2806,1050,2806XX1050,1
2807,1012,2807XX1012,1
2807,1016,2807XX1016,1
2807,1054,2807XX1054,1
2808,1005,2808XX1005,1
2808,1024,2808XX1024,1
2808,1028,2808XX1028,1
2808,1055,2808XX1055,1
2809,1018,2809XX1018,1
2809,1043,2809XX1043,1
2810,1002,2810XX1002,1
2810,1010,2810XX1010,1
2810,1042,2810XX1042,1
2810,1056,2810XX1056,1
2810,1059,2810XX1059,1
2811,1001,2811XX1001,1
2811,1011,2811XX1011,1
2811,1014,2811XX1014,1
2811,1020,2811XX1020,1
